Data set, n locations, n data points, R2 test, R2 train, MAE, ta,rh,vpd,ppfd_in,swc_shallow, Best parameters 
k_means_0_ann, 73, 1815744, 0.3800028244520659, 0.37828014050675085, 370.7607392753808, 0.239266849055452, 0.21069849069789034, 0.26775722422514076, 0.17400162811743156, 0.1082758079040854, {'epochs': 150, 'n_hidden': 8, 'n_neuron': 32} 
k_means_1_ann, 5, 59346, 0.8236569784096788, 0.8259365349341783, 1362.069221079765, 0.3170915884133734, 0.11698437180352615, 0.14496433989851218, 0.28301808554879143, 0.13794161433579694, {'epochs': 150, 'n_hidden': 8, 'n_neuron': 32} 
k_means_2_ann, 15, 300951, 0.673581944290579, 0.6719537146891266, 1284.8350551491167, 0.20228157940249006, 0.234025493544508, 0.27293221247275523, 0.20159037943585945, 0.08917033514438724, {'epochs': 120, 'n_hidden': 10, 'n_neuron': 32} 
k_means_3_ann, 2, 49365, 0.9610932651408827, 0.9618958406175278, 978.8513425101717, 0.18280875748073228, 0.2224800997643723, 0.12370734416089714, 0.46307842895284507, 0.007925369641153212, {'epochs': 150, 'n_hidden': 10, 'n_neuron': 32} 
func_0_ann, 45, 443648, 0.7105396385446794, 0.7109690657715332, 870.6830645583235, 0.21771013632230177, 0.1966124032817354, 0.15518699133549818, 0.20887221654474483, 0.22161825251571973, {'epochs': 150, 'n_hidden': 8, 'n_neuron': 32} 
func_1_ann, 48, 1771661, 0.3783672963732597, 0.37337451695888896, 724.3872644111854, 0.18829946803798486, 0.2313193993494623, 0.28825409434070487, 0.10316811421456024, 0.18895892405728773, {'epochs': 150, 'n_hidden': 8, 'n_neuron': 32} 
biome_WoodlandShrubland_ann, 36, 723390, 0.6435307951511489, 0.640255819102151, 332.93650966001263, 0.22541218772357852, 0.14894723190656461, 0.12807725081783522, 0.1437919122386274, 0.3537714173133943, {'epochs': 150, 'n_hidden': 8, 'n_neuron': 32} 
biome_Temperate forest_ann, 39, 867632, 0.5379637340569274, 0.539576428261877, 1122.554001676145, 0.27262751743011654, 0.21894415453668703, 0.18891673565966424, 0.14913072089932133, 0.17038087147421088, {'epochs': 150, 'n_hidden': 8, 'n_neuron': 32} 
biome_Tropical rain forest_ann, 5, 59346, 0.8236569784096788, 0.8259365349341783, 1362.069221079765, 0.3170915884133734, 0.11698437180352615, 0.14496433989851218, 0.28301808554879143, 0.13794161433579694, {'epochs': 150, 'n_hidden': 8, 'n_neuron': 32} 
biome_Tropical forest savanna_ann, 5, 44353, 0.875121896940198, 0.8768928461578966, 106.93374792209754, 0.3343940970070375, 0.3603166186105262, 0.06534495613559795, 0.13301500883772285, 0.10692931940911556, {'epochs': 120, 'n_hidden': 8, 'n_neuron': 32} 
biome_Subtropical desert_ann, 4, 38349, 0.5564318688997572, 0.5099850571596873, 463.3226921351799, 0.11030799001221311, 0.04517648389039026, 0.8382353726133859, 0.0019211128006549746, 0.004359040683355888, {'epochs': 150, 'n_hidden': 10, 'n_neuron': 32} 
biome_Boreal forest_ann, 3, 32509, 0.8340064539533782, 0.8229027180777733, 293.6099382351025, 0.31806365044373697, 0.10835066999012354, 0.11046816592893842, 0.3573461392726327, 0.10577137436456846, {'epochs': 150, 'n_hidden': 10, 'n_neuron': 32} 
biome_Temperate grassland desert_ann, 3, 459827, 0.7781920283145258, 0.771788413289879, 84.22130070785252, 0.1617396624601765, 0.11928251448702828, 0.11328414475435553, 0.25461528411877565, 0.35107839417966397, {'epochs': 150, 'n_hidden': 8, 'n_neuron': 32} 
